camaras	id	mes_dia	procedimiento	estado	acuerdo	desacuerdo	ano	comisiones
Senado	10633	Apr 01	Aprobación del impedimento presentado por el senador Juan Manuel Galán para participar en la discusión y votación del Informe de Objeciones del Proyecto de ley número 278 de 2013 Senado, ...	no-aprobado	9%	91%	2014	
Senado	10636	Apr 01	Aprobación del Informe de Objeciones del Proyecto de ley número 278 de 2013 Senado, 096 de 2012 Cámara.	aprobado	100%	0%	2014	
Senado	10637	Apr 01	Aprobación del impedimento presentado por el senador Juan Carlos Vélez para participar en la discusión y votación del Proyecto de ley número 82 de 2012 Senado.	no-aprobado	13%	87%	2014	
Senado	10638	Apr 01	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de ley número 82 de 2012 Senado.	no-quorum	44%	56%	2014	
	10711	Apr 01	Aprobación de las proposiciones a los artículos 16, 20, 26 y 28 avaladas por el coordinador ponente Luis Guillermo Barrera Gutiérrez, y la proposición suscrita por los representantes Luis Guillermo ...	aprobado	92%	8%	2014	Comisión Sexta de Cámara de Representantes
	10712	Apr 01	Aprobación de los artículos 9, 11, 13, 14, 16, 20, 21, 26 y 27, y la proposición suscrita por el representante Carlos Andrés Amaya Rodríguez por medio de la cual ...	no-aprobado	9%	91%	2014	Comisión Sexta de Cámara de Representantes
Cámara de Representantes	10626	Mar 26	Aprobación de la proposición suscrita por el representante Telésforo Pedraza por medio de la cual se cita a al Ministro de Salud, Ministro de Trabajo y al Director del ICBF ...	no-quorum	98%	2%	2014	
	10834	Mar 26	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de Ley número 65 de 2013	aprobado	100%	0%	2014	Comisión Primera de Senado
Senado	10837	Mar 26	Aprobación en bloque de las proposiciones modificativas 75, 76, 77 y 78 suscritas por los representantes Clemencia Vega Quiroz, John Sudarsky y Jose Ignacio García Valencia al articulado del proyecto ...	aprobado	100%	0%	2014	Comisión Primera de Senado
Senado	10838	Mar 26	Aprobación de la proposición modificativa del título del informe de ponencia suscrita por la representante Clemencia Vega Quiroz al proyecto de ley 65 de 2013 Senado.	aprobado	100%	0%	2014	Comisión Primera de Senado
	10598	Mar 25	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de Ley número 46 de 2013 Cámara.	no-aprobado	8%	92%	2014	Comisión Séptima de Cámara de Representantes
	10599	Mar 25	Aprobación de la proposición suscrita por el representante Armando Zabaraín, por medio de la cual se aplaza la discusión del Proyecto de Ley 017 de 2013 Cámara.	no-aprobado	33%	67%	2014	Comisión Séptima de Cámara de Representantes
	10600	Mar 25	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de Ley número 017 de 2013 Cámara.	aprobado	92%	8%	2014	Comisión Séptima de Cámara de Representantes
	10601	Mar 25	Aprobación de la proposición suscrita por el representante Holger Horacio Díaz, por medio de la cual se aplaza la discusión del Proyecto de ley número 173 de 2012 Senado, 158 ...	aprobado	91%	9%	2014	Comisión Séptima de Cámara de Representantes
Cámara de Representantes	10624	Mar 25	Aprobación de la proposición suscrita por el representante Telésforo Pedraza por medio de la cual se cita al Ministro de Salud Alejandro Gaviria, el Misnistro de Trabajo Rafel Pardo y ...	no-quorum	100%	0%	2014	
	10693	Mar 25	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de ley número 67 de 2013 Senado.	no-aprobado	9%	91%	2014	Comisión Primera de Senado
	10210	Dec 20	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de Ley número 80 de 2013 Senado	aprobado	86%	14%	2013	Comisión Segunda de Senado
Cámara de Representantes	10482	Dec 16	Aprobación de la proposición suscrita por los representantes Nicolás Guerrero, Rafael Madrid y Jaime Serrano para aplazar la la discusión del informe de objeciones presentadas por el ejecutivo al Proyecto ...	aprobado	82%	18%	2013	
Cámara de Representantes	10483	Dec 16	Aprobación de la proposición por medio de la cual se modifica el título y los artículos 2, 3 y 4 suscrita por el representante Jairo Ortega al proyecto de ley ...	no-aprobado	9%	91%	2013	
Cámara de Representantes	10484	Dec 16	Aprobación del título y que se convierta en ley, el Proyecto de ley número 90 de 2013 Senado, 117 de 2013 Cámara.	aprobado	98%	2%	2013	
Cámara de Representantes	10485	Dec 16	Aprobación de los impedimentos presentados por los representantes Simón Gaviria, José Gonzalo Gutiérrez Triviño, Miguel Ángel Pinto y Dídier Alberto Tavera para participar en la discusión y votación del Proyecto ...	no-aprobado	32%	68%	2013	
Cámara de Representantes	10486	Dec 16	Aprobación del impedimento presentado por el representante Eduardo Pérez para participar en la discusión y votación del Proyecto 07 de 2012 Cámara.	no-aprobado	33%	67%	2013	
Cámara de Representantes	10487	Dec 16	Aprobación de los impedimentos presentados por los representantes César Franco, Juan Valdés, Raymundo Méndez, Ángela María Robledo y Eduardo Pérez Santos para participar en la discusión y votación del Proyecto ...	no-aprobado	28%	72%	2013	
Senado	10537	Dec 13	Aprobación del Informe de Conciliación al Proyecto de ley número 137 de 2012 Senado, 341 de 2013 Cámara.	aprobado	100%	0%	2013	
Senado	10538	Dec 13	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de ley número 82 de 2012 Senado.	no-quorum	87%	13%	2013	
Cámara de Representantes	10615	Dec 13	Aprobación de la proposición por medio de la cual se aplaza la discusión del Proyecto de Ley 329 de 2013 de Cámara.	no-quorum	75%	25%	2013	
Cámara de Representantes	10475	Dec 12	Aprobación del informe de conciliación del Proyecto de ley 326 de 2013 Cámara, 139 de 2012 Senado.	aprobado	89%	11%	2013	
Cámara de Representantes	10476	Dec 12	Aprobación de la proposición modificativa al artículo 7 presentada por la representante Gloria Stella Díaz del Proyecto de ley números 342 de 2013 Cámara, 166 de 2012 Senado.	no-aprobado	28%	72%	2013	
Cámara de Representantes	10477	Dec 12	Aprobación de la proposición modificativa al artículo 7 presentada por el representante Albeiro Vanegas del Proyecto de ley números 342 de 2013 Cámara, 166 de 2012 Senado.	aprobado	79%	21%	2013	
Cámara de Representantes	10478	Dec 12	Aprobación de la proposición modificativa al artículo 9 presentada por los representantes Diego Alberto Naranjo y Germán Varón Cotrino al Proyecto de ley números 342 de 2013 Cámara, 166 de ...	no-aprobado	14%	86%	2013	
Cámara de Representantes	10479	Dec 12	Aprobación de la proposición suscrita por los representantes Atilano Giraldo, Miguel Ángel Pinto, Luis Guillermo Barrera al artículo 15 del Proyecto de ley números 342 de 2013 Cámara, 166 de ...	aprobado	69%	31%	2013	
Cámara de Representantes	10480	Dec 12	Aprobación del artículo 15 del Proyecto de ley número 342 de 2013 Cámara, 166 de 2012 Senado.	aprobado	79%	21%	2013	
Cámara de Representantes	10481	Dec 12	Aprobación de la proposición de reapertura del artículo 7 del Proyecto de ley números 342 de 2013 Cámara, 166 de 2012 Senado.	no-aprobado	17%	83%	2013	
	10575	Dec 12	Aprobación de la proposición suscrita por los senadores Juan Carlos Vélez y el Senador Juan Manuel Galán por medio de la cual se adiciona un artículo al Proyecto de ley ...	aprobado	77%	23%	2013	Comisión Primera de Senado
	10576	Dec 12	Aprobación de la proposición modificativa al artículo 8 suscrita por los senadores Jorge Reguardo Blondo y Juan Manuel Galán del Proyecto de ley número 85 de 2013 Senado.	no-aprobado	23%	77%	2013	Comisión Primera de Senado
	10577	Dec 12	Aprobación del artículo 8 contenido en el pliego de modificaciones del Proyecto de ley número 85 de 2013 Senado..	aprobado	75%	25%	2013	Comisión Primera de Senado
	10578	Dec 12	Aprobación del título y tránsito a siguiente debate del Proyecto de ley número 85 de 2013 Senado.	aprobado	100%	0%	2013	Comisión Primera de Senado
	10579	Dec 12	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de ley número 107 de 2013 Senado.	aprobado	100%	0%	2013	Comisión Primera de Senado
	10580	Dec 12	Aprobación del articulado contenido en el texto original del Proyecto de ley número 107 de 2013 Senado.	no-aprobado	100%	0%	2013	Comisión Primera de Senado
	10581	Dec 12	Aprobación del título y tránsito a siguiente debate Proyecto de ley número 107 de 2013 Senado.	aprobado	100%	0%	2013	Comisión Primera de Senado
Cámara de Representantes	10461	Dec 11	Aprobación del informe de conciliación del Proyecto de ley 256 de 2013 Cámara, 023 de 2013 Senado.	aprobado	93%	7%	2013	
Cámara de Representantes	10462	Dec 11	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de ley número 132 del 2013 Senado, 151 de 2013 Cámara.	aprobado	91%	9%	2013	
Cámara de Representantes	10463	Dec 11	Aprobación en bloque del articulado y la proposición modificativa a los artículos 8, 9 y 11 suscrita por los representantes Telésforo Pedraza, Augusto Posada y Hernán Penagos al Proyecto de ...	aprobado	100%	0%	2013	
Cámara de Representantes	10464	Dec 11	Aprobación del título y que se convierta en ley, el Proyecto de ley número 151 de 2013, 132 del 2013 Senado.	aprobado	96%	4%	2013	
Cámara de Representantes	10465	Dec 11	Aprobación de los impedimentos presentados por los representantes Alfredo Molina, Lina María Barrera, Pedro Pablo Pérez, Iván Darío Sandoval Perilla para participar en la discusión y votación del Proyecto de ...	no-aprobado	19%	81%	2013	
Cámara de Representantes	10470	Dec 11	Aprobación de los impedimentos presentados por los representantes Rafael Madrid y Jaime Rodríguez para participar en la votación y discusión del Proyecto de ley número 341 de 2013 Cámara, 137 ...	no-aprobado	20%	80%	2013	
Cámara de Representantes	10471	Dec 11	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de ley número 341 de 2013 Cámara, 137 de 2012 Senado.	aprobado	100%	0%	2013	
Cámara de Representantes	10472	Dec 11	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de Ley Estatutaria número 146 de 2013 Cámara, 141 de 2013 Senado.	aprobado	99%	1%	2013	
Cámara de Representantes	10473	Dec 11	Aprobación en bloque del articulado y la proposición modificativa al artículo 2 suscrita por el representante Germán Varón Cotrino al 146 de 2013 Cámara, 141 de 2013 Senado.	aprobado	100%	0%	2013	
Cámara de Representantes	10474	Dec 11	Aprobación del título y que sea ley de la república, Ley Estatutaria número 146 de 2013 Cámara, 141 de 2013 Senado.	aprobado	97%	3%	2013	
	10511	Dec 11	Aprobación de la elección de la representante Mercedes Eufemia Márquez Guenzati como Vicepresidenta de la Comisión Cuarta de la Cámara de Representantes, para lo que resta del Período Legislativo 2013-2014.	aprobado	0%	0%	2013	Comisión Cuarta de Cámara de Representantes
Senado	10535	Dec 11	Aprobación del impedimento presentado por senador Juan Francisco Lozano Ramírez para participar en la discusión y votación del Proyecto de ley número 80 de 2013 Senado.	no-aprobado	28%	72%	2013	
Senado	10536	Dec 11	Aprobación del impedimento presentado por senador Maritza Martínez Aristizábal para participar en la discusión y votación del Proyecto de ley número 80 de 2013 Senado.	no-aprobado	27%	73%	2013	
	10593	Dec 11	Aprobación de la proposición sustitutiva suscrita por el senador Arturo Yepes Alzate por medio de la cual se archiva el Proyecto de ley número 04 de 2013 Senado	no-aprobado	10%	90%	2013	Comisión Séptima de Senado
Cámara de Representantes	10452	Dec 10	Aprobación del impedimento presentado por los representantes Didier Burgos, Orlando Clavijo, Adriana Franco, Jairo Quintero, Jaime Serrano, Diego Naranjo, Gilberto Betancourt, Eduardo Díaz-Granados, Atilano Alonso Giraldo, Rafael Madrid para participar ...	no-aprobado	17%	83%	2013	
Cámara de Representantes	10453	Dec 10	Aprobación de la proposición aditiva suscita por los representantes Henry Humberto Arcila, Humphrey Roa, Telésforo Pedraza al artículo 872 del Proyecto de ley número 112 del 2013 Cámara, 120 de ...	no-aprobado	6%	94%	2013	
Cámara de Representantes	10455	Dec 10	Aprobación de los artículos 1 y 2 como vienen en la ponencia y el bloque del articulado del Proyecto de ley número 112 de 2013 Cámara, 120 de 2013 Senado.	aprobado	0%	0%	2013	
Cámara de Representantes	10456	Dec 10	Aprobación de la proposición por medio de la cual se modifica el título del Proyecto de ley número 112 de 2013 Cámara, 120 de 2013 Senado.	aprobado	100%	0%	2013	
Cámara de Representantes	10457	Dec 10	Aprobación de los impedimentos presentados por los representantes Luis Antonio Serrano, Lina María Barrera, Orlando Clavijo, Germán Blanco y Rafael Madrid, para participar en la discusión y votación del Proyecto ...	no-aprobado	18%	82%	2013	
Cámara de Representantes	10458	Dec 10	Aprobación de los imdimentos presentado por los representantes Miguel Gómez Martínez, Jorge Rozo, Jaime Rodríguez, Diego Naranjo y Alfredo Molina para participar en la discusión y votación del Proyecto de ...	no-aprobado	19%	81%	2013	
Cámara de Representantes	10459	Dec 10	Aprobación de los imdimentos presentado por los representantes Wilson Gómez, Liliana Benavides, Carlos Edward Osorio, Carlos Julio Bonilla, Silvio Vásquez e Iván Darío Agudelo para participar en la discusión y ...	no-aprobado	24%	76%	2013	
Cámara de Representantes	10460	Dec 10	Aprobación de sesión permanente.	no-quorum	96%	4%	2013	
Senado	10529	Dec 10	Aprobación de la proposición suscrita por el senador Carlos Eduardo Enríquez Maya al proyecto de ley estatutaria número 146 de 2013 Senado, 141 de 2013 Cámara, por medio de la ...	aprobado	85%	15%	2013	
Senado	10530	Dec 10	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de Ley Estatutaria número 141 de 2013 Senado, 146 de 2013 Cámara.	aprobado	89%	11%	2013	
