camaras	id	mes_dia	procedimiento	estado	acuerdo	desacuerdo	ano	comisiones
	8132	Oct 05	Aprobación del artículo 20° del Proyecto de Acto Legislativo número 07 de 2011 Senado, incluyendo la modificación propuesta por el presidente del Consejo de Estado en la proposición número 28.	aprobado	100%	0%	2011	Comisión Primera de Senado
	8134	Oct 05	Aprobación del artículo 1° del Proyecto de Acto Legislativo número 07 de 2011 Senado, incluyendo las modificaciones propuestas por los senadores Parmenio Cuellar y Juan Carlos Rizzetto en la proposición ...	aprobado	100%	0%	2011	Comisión Primera de Senado
	8138	Oct 05	Aprobación de la proposición número 30 suscrita por el senador Jorge Eduardo Londoño, por medio de la cual se añade un parágrafo transitorio al artículo 18° del Acto Legislativo número ...	no-aprobado	47%	53%	2011	Comisión Primera de Senado
	8139	Oct 05	Aprobación del artículo 18° del Proyecto de Acto Legislativo número 07 de 2011 Senado, como fue aprobado anteriormente.	aprobado	100%	0%	2011	Comisión Primera de Senado
	8140	Oct 05	Aprobación de la proposición número 31 suscrita por el senador Luis Fernando Velasco, por medio de la cual se añade un artículo nuevo al Proyecto de Acto Legislativo número 07 ...	aprobado	94%	6%	2011	Comisión Primera de Senado
	8141	Oct 05	Aprobación de la proposición número 32 suscrita por el senador Roberto Gerléin, por medio de la cual se modifica el ordinal 4° del artículo 186 de la Constitución Política.	aprobado	73%	27%	2011	Comisión Primera de Senado
	8142	Oct 05	Aprobación de la proposición número 34 suscrita por el presidente del Consejo de Estado, por medio de la cual se incluye un nuevo artículo en el Proyecto de Acto Legislativo ...	aprobado	100%	0%	2011	Comisión Primera de Senado
	8143	Oct 05	Aprobación de la proposición número 35 suscrita por el senador Carlos Enrique Soto, por medio de la cual se añade un artículo nuevo al Proyecto de Acto Legislativo número 07 ...	aprobado	86%	14%	2011	Comisión Primera de Senado
	8144	Oct 05	Aprobación de la proposición número 33 suscrita por los senadores Juan Carlos Vélez, Jorge Eduardo Londoño, Juan Carlos Rizzetto, Manuel Enríquez, Roberto Gerléin, Parmenio Cuellar, Hernán Andrade y otros, por ...	aprobado	87%	13%	2011	Comisión Primera de Senado
Senado	7069	Oct 04	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de Ley número 34 de 2010 Senado.	no-aprobado	27%	73%	2011	
Cámara de Representantes	7248	Oct 04	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Acto Legislativo número 216 de 2011 Cámara.	aprobado	100%	0%	2011	
Cámara de Representantes	7255	Oct 04	Aprobación en bloque del articulado del Proyecto de Acto Legislativo número 216 de 2011 Cámara.	aprobado	100%	0%	2011	
	7365	Oct 04	Aprobación de la proposición suscrita por los representantes Hugo Velázquez y Óscar Fernando Bravo, por medio de la cual se archiva el Proyecto de Ley número 291 de 2011 Cámara.	aprobado	65%	35%	2011	Comisión Primera de Cámara de Representantes
Cámara de Representantes	7375	Oct 04	Aprobación del título y el tránsito a siguiente debate del Proyecto de Acto Legislativo número 216 de 2011.	aprobado	100%	0%	2011	
	7794	Oct 04	Aprobación del articulado con las modificaciones propuestas y leídas del Proyecto de ley número 070 de 2011 Cámara, 094 de 2011 Senado, acumulado al Proyecto de ley número 059 de ...	aprobado	100%	0%	2011	Comisión Cuarta de Cámara de Representantes, Comisión Cuarta de Senado
	7813	Oct 04	Aprobación del título y el paso a segundo debate del Proyecto de ley número 070 de 2011 Cámara, 094 de 2011 Senado, acumulado al Proyecto de ley número 059 de ...	aprobado	100%	0%	2011	Comisión Cuarta de Cámara de Representantes, Comisión Cuarta de Senado
	7237	Oct 03	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Acto Legislativo número 08 de 2011 Senado.	aprobado	100%	0%	2011	Comisión Primera de Senado
	7238	Oct 03	Aprobación en bloque del articulado del Proyecto de Acto Legislativo número 08 de 2011 Senado.	aprobado	100%	0%	2011	Comisión Primera de Senado
	7239	Oct 03	Aprobación del título y del tránsito a siguiente debate del Proyecto de Acto Legislativo número 08 de 2011.	aprobado	100%	0%	2011	Comisión Primera de Senado
	7367	Sep 28	Aprobación de la proposición suscrita por el representante Armando Zabaraín, por medio de la cual se solicita que las sesiones de control político se realicen posteriormente al debate electoral del ...	aprobado	58%	42%	2011	Comisión Séptima de Cámara de Representantes
Cámara de Representantes	7015	Sep 27	Aprobación de los impedimentos presentados por los Honorables Representantes Alfredo Molina, Jaime Rodríguez y Francisco Pareja al Proyecto de Ley número 054 de 2010 Cámara.	aprobado	69%	31%	2011	
Cámara de Representantes	7016	Sep 27	Aprobación de la proposición de archivo presentada por el Honorable Representante Wilson Arias al Proyecto de Ley número 054 de 2010 Cámara.	no-quorum	58%	42%	2011	
	7236	Sep 27	Aprobación de la proposición presentada por los Senadores Roy Barreras, Parmenio Cuellar y Jorge Eduardo Londoño, por medio de la cual se aplaza de la discusión del Proyecto de Acto ...	aprobado	62%	38%	2011	Comisión Primera de Senado
	7362	Sep 27	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Acto Legislativo número 057 de 2011 Cámara.	aprobado	100%	0%	2011	Comisión Primera de Cámara de Representantes
	7363	Sep 27	Aprobación en bloque del articulado del Proyecto de Acto Legislativo número 057 de 2011 Cámara.	aprobado	100%	0%	2011	Comisión Primera de Cámara de Representantes
	7364	Sep 27	Aprobación del título y el tránsito a siguiente debate del Proyecto de Acto Legislativo número 057 de 2011.	aprobado	100%	0%	2011	Comisión Primera de Cámara de Representantes
	7195	Sep 21	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Acto Legislativo número 03 de 2011 Senado.	aprobado	55%	45%	2011	Comisión Primera de Senado
	7196	Sep 21	Aprobación en bloque del articulado del Proyecto de Acto Legislativo número 03 de 2011 Senado.	aprobado	55%	45%	2011	Comisión Primera de Senado
	7197	Sep 21	Aprobación del título y de la pregunta para que el Proyecto de Acto Legislativo 03 de 2011 Cámara continúe su trámite legislativo.	aprobado	55%	45%	2011	Comisión Primera de Senado
	7199	Sep 21	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Acto Legislativo número 05 de 2011 Senado.	aprobado	100%	0%	2011	Comisión Primera de Senado
	7200	Sep 21	Aprobación en bloque del articulado del Proyecto de Acto Legislativo número 05 de 2011 Senado.	aprobado	100%	0%	2011	Comisión Primera de Senado
	7201	Sep 21	Aprobación del título y de la pregunta para que el Proyecto de Acto Legislativo 05 de 2011 Cámara continúe su trámite legislativo.	aprobado	100%	0%	2011	Comisión Primera de Senado
	7241	Sep 21	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Ley número 030 de 2011 Cámara, 049 de 2011 Senado.	aprobado	100%	0%	2011	Comisión Cuarta de Cámara de Representantes, Comisión Tercera de Cámara de Representantes, Comisión Cuarta de Senado, Comisión Tercera de Senado
	7537	Sep 21	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Acto Legislativo número 62 de 2011 Cámara.	aprobado	95%	5%	2011	Comisión Primera de Cámara de Representantes
	7538	Sep 21	Aprobación en bloque del articulado del Proyecto de Acto Legislativo número 62 de 2011 Cámara.	aprobado	95%	5%	2011	Comisión Primera de Cámara de Representantes
	7539	Sep 21	Aprobación del título y del tránsito a siguiente debate del Proyecto de Acto Legislativo número 62 de 2011 Cámara.	aprobado	95%	5%	2011	Comisión Primera de Cámara de Representantes
	7767	Sep 21	Aprobación de la proposición formulada por el representante Iván Darío Agudelo Zapata para aplazar el debate del Proyecto de Ley número 50 de 2011 Cámara.	aprobado	100%	0%	2011	Comisión Sexta de Cámara de Representantes
	8268	Sep 21	Aprobación del impedimento presentado por el representante Rafael Madrid Hodeg para participar en la discusión y aprobación del Proyecto de Ley número 287 de 2011 Cámara.	aprobado	80%	20%	2011	Comisión Quinta de Cámara de Representantes
	8270	Sep 21	Aprobación de la proposición positiva con que termina el informe positivo de ponencia del Proyecto de Ley número 287 de 2011 Cámara.	aprobado	83%	17%	2011	Comisión Quinta de Cámara de Representantes
	8272	Sep 21	Aprobación en bloque del los artículos 1°, 2°, 3°, 4°, 5°, 6°, 8° y 9° del Proyecto de Ley número 287 de 2011 Cámara.	aprobado	91%	9%	2011	Comisión Quinta de Cámara de Representantes
	8274	Sep 21	Aprobación de la proposición suscrita por el representante Luis Enrique Dussán, por medio de la cual se modifica el artículo 7° del Proyecto de Ley número 287 de 2011 Cámara.	aprobado	9%	91%	2011	Comisión Quinta de Cámara de Representantes
	8277	Sep 21	Aprobación del artículo 7° del Proyecto de Ley número 287 de 2011 Cámara, como está redactado en la ponencia.	aprobado	73%	27%	2011	Comisión Quinta de Cámara de Representantes
	8278	Sep 21	Aprobación del título y el tránsito a siguiente debate del Proyecto de Ley número 287 de 2011 Cámara.	aprobado	89%	11%	2011	Comisión Quinta de Cámara de Representantes
	7167	Sep 14	Aprobación de la proposición presentada por el Senador Fernando Tamayo al artículo 9 del Proyecto de Ley número 281/11 Senado.	aprobado	100%	0%	2011	Comisión Séptima de Senado
	7168	Sep 14	Aprobación de la proposición presentada por la Senadora Gloria Ramírez Ríos al artículo 9 del Proyecto de Ley número 281/11 Senado.	aprobado	0%	100%	2011	Comisión Séptima de Senado
	7240	Sep 14	Aprobación de la proposición suscrita por el representante Albeiro Vanegas Osorio, por medio de la cual se modifica el título del Proyecto de Let numero 93 de 2010 Senado, 246 ...	aprobado	100%	0%	2011	Comisión Segunda de Cámara de Representantes
	7242	Sep 14	Aprobación de la proposición aditiva suscrita por la Representante Gloria Stella Díaz, por medio de la se cita a la directora del ICBF, al Procurador General y a la Contralora ...	aprobado	64%	36%	2011	Comisión Séptima de Cámara de Representantes
	7243	Sep 14	Aprobación de la proposición suscrita por el Representante Pablo Sierra, por medio de la cual se solicita al Gobierno Nacional la realización de los estudios técnicos y actuariales del Sistema ...	aprobado	94%	6%	2011	Comisión Séptima de Cámara de Representantes
Cámara de Representantes	6958	Sep 13	Aprobación de la proposición de archivo presentada por el Honorable Representante Germán Varón Cotrino y otros al Proyecto de Ley número 139 de 2010 Cámara.	no-aprobado	11%	89%	2011	
Cámara de Representantes	6959	Sep 13	Aprobación de la proposición con la que termina el informe de ponencia del Proyecto de Ley número 139 de 2010 Cámara.	aprobado	79%	21%	2011	
Cámara de Representantes	6960	Sep 13	Aprobación de la proposición con la que termina el informe de ponencia del Proyecto de Ley número 50 de 2010 Cámara.	no-aprobado	30%	70%	2011	
	7446	Sep 13	Aprobación de la proposición suscrita por el Representantes Raad Hernández, por medio de la cual se modifica la proposición presentada por los representantes Holger Horacio Díaz, Libardo García, Lina Barrera ...	aprobado	80%	20%	2011	Comisión Séptima de Cámara de Representantes
	7534	Sep 13	Aprobación del aplazamiento de la discusión del Proyecto de Ley número 260 de 2011 Cámara, 206 de 2010 Senado.	no-aprobado	29%	71%	2011	Comisión Primera de Cámara de Representantes
	7536	Sep 13	Aprobación del archivamiento del Proyecto de Ley número 260 de 2011 Cámara, 206 de 2010 Senado.	aprobado	58%	42%	2011	Comisión Primera de Cámara de Representantes
Cámara de Representantes	6881	Sep 06	Aprobación de la proposición de aplazamiento al proyecto de ley número 054 de 2010 Cámara.	no-aprobado	39%	61%	2011	
Cámara de Representantes	6882	Sep 06	Aprobación de la proposición presentada por el Honorable Representante Germán Varón y otros para archivar el Proyecto de Ley número 139 de 2010 Cámara.	no-aprobado	14%	86%	2011	
	7337	Aug 30	Aprobación [en bloque] de la preposición con la que termina el informe positivo de ponencia del Proyecto de ley número 15 de 2011 y su articulado.	aprobado	100%	0%	2011	Comisión Segunda de Senado
	7527	Aug 30	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Acto Legislativo número 216 de 2011 Cámara, 20 de 2011 Senado.	aprobado	100%	0%	2011	Comisión Primera de Cámara de Representantes
	7528	Aug 30	Aprobación en bloque del articulado del Proyecto de Acto Legislativo número 216 de 2011 Cámara, 20 de 2011 Senado.	aprobado	100%	0%	2011	Comisión Primera de Cámara de Representantes
	7529	Aug 30	Aprobación del título del Proyecto de Acto Legislativo número 216 de 2011 Cámara, 20 de 2011 Senado.	aprobado	100%	0%	2011	Comisión Primera de Cámara de Representantes
	7530	Aug 30	Aprobación del tránsito a siguiente debate del Proyecto de Acto Legislativo número 216 de 2011 Cámara, 20 de 2011 Senado.	aprobado	100%	0%	2011	Comisión Primera de Cámara de Representantes
Cámara de Representantes	6923	Aug 23	Aprobación de los impedimentos presentados por los Honorables Representantes Jairo Ortega Samboni, Pedrito Tomás Pereira Caballero, Esmeralda Sarria y Luis Enrique Dussan al Proyecto de Ley número 211 de 2011 ...	aprobado	80%	20%	2011	
	7120	Aug 23	Aprobación de las excusas presentadas por el Viceministro de Hacienda de por no haber asistido a la sesión de control político convocada por la Comisión Sexta del Senado para discutir ...	no-aprobado	0%	100%	2011	Comisión Sexta de Senado
	7166	Aug 23	Aprobación del Orden del Día.	aprobado	100%	0%	2011	Comisión Séptima de Senado
	7121	Aug 17	Aprobación del impedimento presentado por el Senador Juan Carlos Vélez Uribe para participar en el debate del Proyecto de Ley 277/11 Senado, 154/11 de Cámara.	no-aprobado	0%	100%	2011	Comisión Primera de Senado
	7122	Aug 17	Aprobación del impedimento presentado por la Senadora Karime Mota y Morad para participar en el debate del Proyecto de Ley no. 227/11 Senado, 154/10 Cámara.	no-aprobado	9%	91%	2011	Comisión Primera de Senado
	7123	Aug 17	Aprobación del impedimento presentado por el Senador Manuel Enríquez Rosero para participar en la discusión y votación del Proyecto de Ley no. 277/11 Senado, 154/10 Cámara.	no-aprobado	10%	90%	2011	Comisión Primera de Senado
	7124	Aug 17	Aprobación del impedimento presentado por el Senador Eduardo Enríquez Maya para participar en la discusión y votación del Proyecto de Ley no. 227/11 Senado, 154/10 Cámara.	no-aprobado	10%	90%	2011	Comisión Primera de Senado
	7125	Aug 17	Aprobación del impedimento presentado por el Senador Roy Barreras para participar en la discusión y votación del Proyecto de Ley no. 277/11 Senado, 154/10 Cámara.	no-aprobado	9%	91%	2011	Comisión Primera de Senado
	7126	Aug 17	Aprobación del impedimento presentado por el Senador Luis Fernando Velasco Chaves para participar en la discusión y votación del Proyecto de Ley no. 277/11 Senado, 154/10 Cámara.	no-aprobado	8%	92%	2011	Comisión Primera de Senado
	7128	Aug 17	Aprobación del impedimento presentado por el Senador Juan Manuel Corzo Román para participar en la discusión y votación del Proyecto de Ley no. 277/11 Senado, 154/10 Cámara.	no-aprobado	8%	92%	2011	Comisión Primera de Senado
	7129	Aug 17	Aprobación del impedimento presentado por el Senador Juan Manuel Galán Pachón para participar en la discusión y aprobación del Proyecto de Ley no. 277/11 Senado, 154/10 Cámara.	no-aprobado	8%	92%	2011	Comisión Primera de Senado
	7130	Aug 17	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de Ley 227/11 Senado.	aprobado	100%	0%	2011	Comisión Primera de Senado
	7131	Aug 17	Aprobación del artículo primero del Proyecto de Ley 277/11 Senado.	aprobado	100%	0%	2011	Comisión Primera de Senado
	7132	Aug 17	Aprobación de la proposición no. 5 presentada por el Senador Carlos Enrique Soto Jaramillo al artículo no. 1 del Proyecto de Ley 277/11 Senado	no-aprobado	7%	93%	2011	Comisión Primera de Senado
	7133	Aug 17	Aprobación de la proposición aditiva no. 6 presentada por el Senador Eduardo Enríquez Maya y otros al artículo no. 1 del Proyecto de Ley 277/11 Senado.	aprobado	100%	0%	2011	Comisión Primera de Senado
	7370	Aug 17	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Ley número 15 de 2011.	aprobado	100%	0%	2011	Comisión Segunda de Senado
	7371	Aug 17	Aprobación en bloque del articulado del Proyecto de Ley número 12 de 2011 Senado.	aprobado	100%	0%	2011	Comisión Segunda de Senado
Cámara de Representantes	6918	Aug 16	Aprobación en bloque del articulado del Proyecto de Ley número 006 de 2010 Cámara.	aprobado	75%	25%	2011	
Cámara de Representantes	6919	Aug 16	Aprobación de la proposición presentada por los Honorables Representantes Carlos Germán Navas Talero y Wilson Neber Arias Castillo al artículo 12° del Proyecto de Ley número 06 de 2010 Cámara.	aprobado	92%	8%	2011	
Cámara de Representantes	6920	Aug 16	Aprobación de los impedimentos presentados por los Honorables Representantes Jairo Ortega Samboni y Pedrito Tomás Pereira Caballero al Proyecto de Ley número 211 de 2010 Cámara.	aprobado	57%	43%	2011	
	6976	Aug 16	Aprobación en bloque de las proposiciones para citar a la señora Contralora General de la República, presentada por el Honorable Senador John Sudarsky, para citar al señor Ministro de Transporte, ...	aprobado	0%	0%	2011	Comisión Sexta de Senado
	7058	Aug 16	Aprobación de la proposición suscrita por los Senadores Juan Manuel Galán Pachón y Parmenio Cuellar, por medio de la cual se cita a debate de control político a los Ministros ...	aprobado	0%	0%	2011	Comisión Primera de Senado
	7165	Aug 16	Aprobación del Orden del Día.	aprobado	100%	0%	2011	Comisión Séptima de Senado
Cámara de Representantes	6921	Aug 09	Aprobación del impedimento de los Representantes Mónica Anaya y Issa Eljadue Gutiérrez sobre el Proyecto de ley número 02 de 2010 Cámara.	no-aprobado	11%	89%	2011	
Cámara de Representantes	6922	Aug 09	Aprobación del impedimento del Representante Jaime Rodríguez al Proyecto de ley número 24 de 2010 Cámara.	aprobado	75%	25%	2011	
	6979	Aug 03	Aprobación del Orden del Día.	aprobado	0%	0%	2011	Comisión Segunda de Cámara de Representantes
	6980	Aug 03	Aprobación de la proposición suscrita por el Presidente de la Comisión Segunda de la Cámara de Representantes, Honorable Representante Juan Carlos Sanchez Franco y la totalidad de los miembros de ...	aprobado	0%	0%	2011	Comisión Segunda de Cámara de Representantes
	7039	Aug 03	Aprobación de la proposición suscrita por el Representante Buenaventura León, por medio de la cual se oficia a la Superintendente de Subsidio Familiar para que remita a la Comisión sobre ...	aprobado	0%	0%	2011	Comisión Tercera de Cámara de Representantes
	7041	Aug 03	Aprobación de la proposición suscrita por el Representante León Darío Ramírez, por medio de la cual se cita a la Junta Directiva y al Subgerente del Banco de la República ...	aprobado	0%	0%	2011	Comisión Tercera de Cámara de Representantes
	7042	Aug 03	Aprobación de la proposición suscrita por el Representante Luis Antonio Serrano Morales, por medio de la cual se cita al Ministro de Hacienda para que presente el Proyecto de Presupuesto ...	aprobado	0%	0%	2011	Comisión Tercera de Cámara de Representantes
	7056	Aug 03	Aprobación en bloque de dos proposiciones: 1) La proposición por medio de la cual se autoriza a la Comisión para sesionar en San Marcos, Chiringuaná, Espinal, Medellín, San José del ...	aprobado	0%	0%	2011	Comisión Cuarta de Cámara de Representantes
Cámara de Representantes	6878	Aug 02	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Ley número 119 de 2010 Cámara.	aprobado	92%	8%	2011	
Cámara de Representantes	6879	Aug 02	Aprobación del articulado, título y de la pregunta: "¿Quiere que el proyecto de ley número 119 de 2010 Cámara se convierta en ley de la república?"	aprobado	94%	6%	2011	
Cámara de Representantes	6880	Aug 02	Aprobación del impedimento presentado por el Honorable Representante Roberto José Herrera al Proyecto de Ley número 041 de 2010 Cámara.	aprobado	75%	25%	2011	
Cámara de Representantes	6924	Aug 02	Aprobación de la proposición de aplazamiento al proyecto de ley número 041 de 2010 Cámara.	no-quorum	35%	65%	2011	
	7057	Aug 02	Aprobación de la proposición suscrita por el Senador Fernando Velasco Chaves, por medio de cual se convoca a una serie de Audiencias y Foros llamados "Jornadas para una justicia pronta, ...	aprobado	0%	0%	2011	Comisión Primera de Senado
	6977	Jul 27	Aprobación de las Actas 38 y 39 correspondientes a las sesiones de 7 y 14 de junio de 2011.	aprobado	0%	0%	2011	Comisión Sexta de Senado
	6978	Jul 27	Aprobación de la elección de la Senadora Olga Lucía Suárez Mira como Presidenta de la Comisión Sexta del Senado y del Senador Mauricio Aguilar como Vicepresidente.	aprobado	0%	0%	2011	Comisión Sexta de Senado
	7053	Jul 27	Aprobación de la proposición suscrita por el Representante Pedro Muvdi Aranguena, por medio de la cual se solicita que la elección de la Mesa Directiva de la Comisión sea nominal ...	no-aprobado	37%	63%	2011	Comisión Cuarta de Cámara de Representantes
	7054	Jul 27	Aprobación de la elección del Representante Carlos Abraham Jiménez López como Presidente de la Comisión Cuarta de la Cámara de Representantes.	aprobado	0%	0%	2011	Comisión Cuarta de Cámara de Representantes
	7055	Jul 27	Aprobación de la elección del Representante José Alfredo Gnecco Zuleta como Vicepresidente de la Comisión Cuarta de la Cámara de Representantes.	aprobado	0%	0%	2011	Comisión Cuarta de Cámara de Representantes
	7099	Jul 27	Aprobación de la elección del representante Juan Carlos Sánchez como Presidente y del representante José Ignacio Mesa como Vicepresidente de la Comisión Segunda de la Cámara de Representantes	aprobado	0%	0%	2011	Comisión Segunda de Cámara de Representantes
	7111	Jul 27	Aprobación de la elección Representante José Edilberto Caicedo como Presidente de la Comisión Sexta de la Cámara de Representantes.	aprobado	0%	0%	2011	Comisión Sexta de Cámara de Representantes
	7112	Jul 27	Aprobación de la elección Representante Diego Naranjo Escobar como Vicepresidente de la Comisión Sexta de la Cámara de Representantes.	aprobado	0%	0%	2011	Comisión Sexta de Cámara de Representantes
	7352	Jul 27	Aprobación de la elección del Representante Crisanto Pizo como Presidente de la Comisión Quinta de la Cámara de Representantes.	aprobado	0%	0%	2011	Comisión Quinta de Cámara de Representantes
	7353	Jul 27	Aprobación de la elección de la Representante Esmeralda Sarria como Vicepresidenta de la Comisión Quinta de la Cámara de Representantes.	aprobado	0%	0%	2011	Comisión Quinta de Cámara de Representantes
Cámara de Representantes	7382	Jul 27	Aprobación de la proposición suscrita por el representante Germán Varón, por medio de la cual se aplaza la elección del Director Administrativo.	aprobado	55%	45%	2011	
	8252	Jul 27	Aprobación de la elección de la representante Adriana franco Castaño como Presidenta de la Comisión Primera de Cámara de Representantes.	aprobado	0%	0%	2011	Comisión Primera de Cámara de Representantes
	8253	Jul 27	Aprobación de la elección del representante Germán Varón Cotrino como Vicepresidente de la Comisión Primera de la Cámara Representantes	aprobado	0%	0%	2011	Comisión Primera de Cámara de Representantes
	6962	Jul 26	Aprobación de la proposición suscrita por el Senador Antonio Guerra de la Espriella, por medio de la cual se cita al Ministro de Transporte y al Director de Invías a ...	aprobado	0%	0%	2011	Comisión Tercera de Senado
	6963	Jul 26	Aprobación de la proposición suscrita por el Senador Camilo Sánchez Ortega, por medio de la cual se propone citar a al Ministro de Hacienda y al Director de la DIAN ...	aprobado	0%	0%	2011	Comisión Tercera de Senado
	6964	Jul 26	Aprobación de la proposición suscrita por el Senador Manuel Julían Mazenet Corrales, por medio de la cual se adicionan algunos temas al cuestionario de la citación al Ministro de Transporte ...	aprobado	0%	0%	2011	Comisión Tercera de Senado
	6973	Jul 26	Aprobación de la elección del Representante Didier Burgos Ramirez como presidente de la Comisión Séptima de la Cámara de Representantes.	aprobado	100%	0%	2011	Comisión Séptima de Cámara de Representantes
	6974	Jul 26	Aprobación de la elección de la Representante Yolanda Duque Naranjo como vicepresidente de la Comisión Séptima de la Cámara de Representantes.	aprobado	100%	0%	2011	Comisión Séptima de Cámara de Representantes
	6975	Jul 26	Aprobación en bloque de dos proposiciones: 1) La suscrita por Elías Raad, Ángela María Robledo y otros representantes, por medio de la cual se propone invitar a la representante de ...	aprobado	0%	0%	2011	Comisión Séptima de Cámara de Representantes
Senado	6984	Jul 26	Aprobación en bloque de 15 proposiciones.	aprobado	0%	0%	2011	
	7036	Jul 26	Aprobación de la elección del Representante Orlando Clavijo Clavijo como Presidente de la Comisión Tercera de la Cámara de Representantes.	aprobado	0%	0%	2011	Comisión Tercera de Cámara de Representantes
	7037	Jul 26	Aprobación de la elección del Representante León Darío Ramírez Valencia como Presidente de la Comisión Tercera de la Cámara de Representantes.	aprobado	0%	0%	2011	Comisión Tercera de Cámara de Representantes
	7038	Jul 26	Aprobación de la proposición suscrita por el Representante Heriberto Arrechea Banguera y otros Representantes, por medio de la cual se convoca la realización de una sesión en el municipios de ...	aprobado	0%	0%	2011	Comisión Tercera de Cámara de Representantes
	7113	Jul 26	Aprobación de la elección del Senador Antonio José Correa como Presidente de la Comisión Sexta de la Cámara de Representantes.	aprobado	0%	0%	2011	Comisión Séptima de Senado
	7114	Jul 26	Aprobación de la elección de la Senadora Gilma Jiménez como Vicepresidente de la Comisión Sexta de la Cámara de Representantes.	aprobado	0%	0%	2011	Comisión Séptima de Senado
Cámara de Representantes	7136	Jul 26	Aprobación de los impedimentos presentados por los Representantes Luis Enrique Salas Moisés y Ángel Custodio Cabrera Baez para participar en la discusión y votación del Proyecto de Ley número 139 ...	aprobado	85%	15%	2011	
	7368	Jul 26	Aprobación de la elección de la senadora Alexandra Moreno Piraquive como Presidente de la Comisión Segunda del Senado.	aprobado	0%	0%	2011	Comisión Segunda de Senado
	7369	Jul 26	Aprobación de la elección del senador Carlos Emiro Barriga Peñaranda como Vicepresidente de la Comisión Segunda del Senado.	aprobado	0%	0%	2011	Comisión Segunda de Senado
	7372	Jul 26	Aprobación de la elección del Senador Miguel Elías como Presidente de la Comisión Tercera del Senado.	aprobado	0%	0%	2011	Comisión Tercera de Senado
	7373	Jul 26	Aprobación de la elección del Senador Gabriel Zapata Correa como Vicepresidente de la Comisión Tercera del Senado.	aprobado	0%	0%	2011	Comisión Tercera de Senado
	6948	Jul 21	Aprobación de la elección del Senador Jaime Durán Barrera como Vicepresidente de la Comisión Quinta del Senado.	aprobado	0%	0%	2011	Comisión Quinta de Senado
	6949	Jul 21	Aprobación de la elección del Senador Manuel Guillermo Mora Jaramillo como Presidente de la Comisión Quinta del Senado.	aprobado	0%	0%	2011	Comisión Quinta de Senado
Senado	6981	Jul 20	Aprobación de la elección del Senador Juan Manuel Corzo Román como Presidente del Senado.	aprobado	0%	0%	2011	
Senado	6983	Jul 20	Aprobación de la elección del Senador Alexander López Maya como Segundo Vicepresidente del Senado.	aprobado	0%	0%	2011	
Cámara de Representantes	6095	Jun 16	Aprobación del informe de conciliación del Proyecto de Acto Legislativo 123/10 Cámara	aprobado	86%	14%	2011	
Cámara de Representantes	6096	Jun 16	Aprobación del informe de ponencia del Proyecto de Ley 241/11 Cámara	aprobado	95%	5%	2011	
Cámara de Representantes	6120	Jun 16	Aprobación del informe de conciliación del Proyecto de Acto Legislativo número 16/10 Cámara	aprobado	89%	11%	2011	
Cámara de Representantes	6121	Jun 16	Aprobación del informe de conciliación del Proyecto de Acto Legislativo 147/10 Cámara	aprobado	100%	0%	2011	
Cámara de Representantes	6122	Jun 16	Aprobación del informe de conciliación del Proyecto de Ley número 112/10 Cámara	aprobado	98%	2%	2011	
Cámara de Representantes	6139	Jun 16	Aprobación del informe de conciliación del Proyecto de Ley Estatutaria número 195/11 Cámara	aprobado	96%	4%	2011	
Cámara de Representantes	6140	Jun 16	Aprobación del impedimento presentado por el Representante Roberto Herrera y otros ante el Proyecto de Ley número 66/10 Cámara	no-aprobado	5%	95%	2011	
Cámara de Representantes	6059	Jun 15	Aprobación de los impedimentos presentado por los Honorables Representantes miembros de la Comisión y Acusación al Proyecto de Ley 154 de 2010 Cámara.	no-aprobado	6%	94%	2011	
Cámara de Representantes	6061	Jun 15	Aprobación de los impedimentos presentados por los Honorables Representantes Jose I. Mesa, Luis A. Serrano, Luis F. Ochoa, Julio Gallardo, Diego Patiño y otros al Proyecto de Ley 154 de ...	no-aprobado	5%	95%	2011	
Cámara de Representantes	6063	Jun 15	Impedimentos presentados por los Honorables Representantes Lina Barrera, Consuelo González, Silvio Vásquez, Juan C. Martínez Y Otros al Proyecto de Ley número 154 de 2010 Cámara.	no-aprobado	6%	94%	2011	
Cámara de Representantes	6064	Jun 15	Aprobación del aplazamiento del Proyecto de Ley número 115 de 2010 Cámara.	no-aprobado	5%	95%	2011	
Cámara de Representantes	6065	Jun 15	Aprobación de la proposición con que termina el informe de ponencia al Proyecto de ley número 115 de 2010 Cámara.	aprobado	95%	5%	2011	
